time,value
118917,-17
118918,-502
118919,-920
118920,-1232
118921,-1402
118922,-1389
118923,-1162
118924,-739
118925,-210
118926,281
118927,598
118928,672
118929,528
118930,254
118931,-56
118932,-342
118933,-571
118934,-714
118935,-728
118936,-574
118937,-263
118938,127
118939,473
118940,665
118941,663
118942,499
118943,238
118944,-56
118945,-329
118946,-490
118947,-394
118948,114
118949,1069
118950,2273
118951,3287
118952,3602
118953,2919
118954,1370
118955,-463
118956,-1805
118957,-2088
118958,-1275
118959,80
118960,1096
118961,1004
118962,-466
118963,-2939
118964,-5562
118965,-7365
118966,-7631
118967,-6114
118968,-3061
118969,944
118970,5160
118971,8850
118972,11364
118973,12207
118974,11115
118975,8160
118976,3812
118977,-1099
118978,-5574
118979,-8741
118980,-10133
118981,-9799
118982,-8200
118983,-5942
118984,-3515
118985,-1169
118986,1000
118987,2886
118988,4262
118989,4852
118990,4524
118991,3463
118992,2145
118993,1098
118994,593
118995,478
118996,292
118997,-401
118998,-1690
118999,-3226
119000,-4413
119001,-4770
119002,-4192
119003,-2959
119004,-1517
119005,-203
119006,883
119007,1801
119008,2594
119009,3172
119010,3369
119011,3108
119012,2525
119013,1929
119014,1610
119015,1638
119016,1803
119017,1748
119018,1206
119019,176
119020,-1084
119021,-2216
119022,-2964
119023,-3276
119024,-3251
119025,-3013
119026,-2597
119027,-1947
119028,-1015
119029,145
119030,1340
119031,2305
119032,2827
119033,2827
119034,2376
119035,1633
119036,758
119037,-132
119038,-950
119039,-1608
119040,-1996
119041,-2014
119042,-1639
119043,-964
119044,-186
119045,479
119046,896
119047,1064
119048,1084
119049,1061
119050,1020
119051,889
119052,575
119053,53
119054,-586
119055,-1184
119056,-1615
119057,-1844
119058,-1888
119059,-1717
119060,-1192
119061,-146
119062,1432
119063,3222
119064,4588
119065,4856
119066,3709
119067,1462
119068,-1002
119069,-2659
119070,-2885
119071,-1800
119072,-193
119073,924
119074,862
119075,-421
119076,-2377
119077,-4211
119078,-5263
119079,-5223
119080,-4103
119081,-2097
119082,538
119083,3486
119084,6316
119085,8485
119086,9456
119087,8884
119088,6779
119089,3532
119090,-196
119091,-3675
119092,-6295
119093,-7691
119094,-7789
119095,-6778
119096,-5027
119097,-2958
119098,-933
119099,825
119100,2207
119101,3150
119102,3579
119103,3427
119104,2733
119105,1725
119106,787
119107,288
119108,353
119109,759
119110,1039
119111,764
119112,-188
119113,-1556
119114,-2871
119115,-3743
119116,-4065
119117,-3991
119118,-3738
119119,-3390
119120,-2847
119121,-1962
119122,-712
119123,740
119124,2144
119125,3327
119126,4274
119127,5045
119128,5625
119129,5834
119130,5409
119131,4199
119132,2318
119133,127
119134,-1946
119135,-3607
119136,-4763
119137,-5436
119138,-5619
119139,-5215
119140,-4136
119141,-2450
119142,-448
119143,1453
119144,2910
119145,3794
119146,4174
119147,4163
119148,3780
119149,2946
119150,1624
119151,-39
119152,-1691
119153,-2930
119154,-3504
119155,-3421
119156,-2877
119157,-2081
119158,-1132
119159,-33
119160,1181
119161,2338
119162,3160
119163,3413
119164,3055
119165,2261
119166,1306
119167,399
119168,-396
119169,-1107
119170,-1744
119171,-2223
119172,-2418
119173,-2261
119174,-1812
119175,-1219
119176,-620
119177,-63
119178,477
119179,1007
119180,1456
119181,1687
119182,1603
119183,1222
119184,674
119185,113
119186,-378
119187,-803
119188,-1183
119189,-1480
119190,-1593
119191,-1431
119192,-1009
119193,-455
119194,66
119195,458
119196,724
119197,910
119198,1010
119199,942
119200,621
119201,63
119202,-583
119203,-1121
119204,-1431
119205,-1509
119206,-1383
119207,-988
119208,-156
119209,1207
119210,2883
119211,4259
119212,4579
119213,3407
119214,1015
119215,-1637
119216,-3394
119217,-3580
119218,-2409
119219,-843
119220,31
119221,-326
119222,-1617
119223,-2967
119224,-3509
119225,-2873
119226,-1275
119227,777
119228,2855
119229,4778
119230,6477
119231,7755
119232,8182
119233,7274
119234,4828
119235,1161
119236,-2922
119237,-6437
119238,-8606
119239,-9114
119240,-8126
119241,-6115
119242,-3632
119243,-1141
119244,1053
119245,2795
119246,4019
119247,4686
119248,4737
119249,4121
119250,2867
119251,1184
119252,-519
119253,-1752
119254,-2169
119255,-1771
119256,-938
119257,-229
119258,-73
119259,-523
119260,-1267
119261,-1854
119262,-1989
119263,-1686
119264,-1197
119265,-796
119266,-596
119267,-531
119268,-465
119269,-322
119270,-115
119271,134
119272,484
119273,1058
119274,1937
119275,3023
119276,4016
119277,4530
119278,4283
119279,3240
119280,1611
119281,-251
119282,-1997
119283,-3374
119284,-4241
119285,-4550
119286,-4329
119287,-3664
119288,-2691
119289,-1552
119290,-369
119291,766
119292,1759
119293,2492
119294,2834
119295,2709
119296,2159
119297,1346
119298,485
119299,-264
119300,-846
119301,-1279
119302,-1570
119303,-1661
119304,-1457
119305,-919
119306,-139
119307,684
119308,1344
119309,1730
119310,1855
119311,1787
119312,1566
119313,1176
119314,600
119315,-102
119316,-778
119317,-1254
119318,-1433
119319,-1345
119320,-1098
119321,-783
119322,-417
119323,27
119324,540
119325,1032
119326,1373
119327,1478
119328,1366
119329,1126
119330,826
119331,467
119332,11
119333,-519
119334,-997
119335,-1253
119336,-1206
119337,-941
119338,-658
119339,-499
119340,-422
119341,-238
119342,200
119343,811
119344,1283
119345,1276
119346,679
119347,-288
119348,-1234
119349,-1867
119350,-2150
119351,-2205
119352,-2065
119353,-1531
119354,-328
119355,1534
119356,3509
119357,4668
119358,4247
119359,2226
119360,-498
119361,-2573
119362,-3003
119363,-1778
119364,115
119365,1330
119366,998
119367,-791
119368,-3132
119369,-4914
119370,-5427
119371,-4592
119372,-2748
119373,-296
119374,2498
119375,5424
119376,8117
119377,9973
119378,10335
119379,8821
119380,5573
119381,1251
119382,-3206
119383,-6900
119384,-9205
119385,-9859
119386,-8940
119387,-6814
119388,-4038
119389,-1217
119390,1171
119391,2893
119392,3957
119393,4464
119394,4455
119395,3875
119396,2708
119397,1151
119398,-347
119399,-1282
119400,-1410
119401,-941
119402,-435
119403,-430
119404,-1069
119405,-2008
119406,-2673
119407,-2679
119408,-2097
119409,-1367
119410,-941
119411,-942
119412,-1101
119413,-996
119414,-393
119415,582
119416,1566
119417,2250
119418,2599
119419,2821
119420,3143
119421,3575
119422,3867
119423,3676
119424,2812
119425,1376
119426,-303
119427,-1858
119428,-3052
119429,-3821
119430,-4198
119431,-4210
119432,-3839
119433,-3066
119434,-1938
119435,-597
119436,749
119437,1895
119438,2682
119439,3017
119440,2874
119441,2294
119442,1404
119443,400
119444,-493
119445,-1093
119446,-1321
119447,-1215
119448,-884
119449,-445
119450,22
119451,482
119452,914
119453,1278
119454,1512
119455,1555
119456,1383
119457,1029
119458,575
119459,118
119460,-269
119461,-554
119462,-747
119463,-867
119464,-921
119465,-896
119466,-782
119467,-599
119468,-406
119469,-267
119470,-203
119471,-164
119472,-51
119473,200
119474,554
119475,862
119476,946
119477,704
119478,189
119479,-426
119480,-943
119481,-1237
119482,-1265
119483,-1005
119484,-404
119485,585
119486,1878
119487,3155
119488,3905
119489,3675
119490,2368
119491,411
119492,-1396
119493,-2285
119494,-1962
119495,-806
119496,321
119497,543
119498,-560
119499,-2740
119500,-5220
119501,-7065
119502,-7563
119503,-6435
119504,-3837
119505,-233
119506,3751
119507,7435
119508,10162
119509,11390
119510,10796
119511,8376
119512,4489
119513,-180
119514,-4757
119515,-8374
119516,-10396
119517,-10590
119518,-9171
119519,-6688
119520,-3796
119521,-1012
119522,1397
119523,3356
119524,4826
119525,5689
119526,5787
119527,5085
119528,3810
119529,2394
119530,1239
119531,445
119532,-268
119533,-1340
119534,-3001
119535,-5008
119536,-6715
119537,-7440
119538,-6878
119539,-5255
119540,-3140
119541,-1060
119542,769
119543,2410
119544,3946
119545,5252
119546,6005
119547,5940
119548,5116
119549,3956
119550,2990
119551,2502
119552,2348
119553,2105
119554,1404
119555,217
119556,-1138
119557,-2247
119558,-2875
119559,-3069
119560,-3015
119561,-2820
119562,-2413
119563,-1641
119564,-473
119565,891
119566,2105
119567,2881
119568,3142
119569,3006
119570,2629
119571,2062
119572,1247
119573,149
119574,-1102
119575,-2207
119576,-2839
119577,-2837
119578,-2289
119579,-1458
119580,-613
119581,96
119582,651
119583,1078
119584,1374
119585,1495
119586,1409
119587,1143
119588,758
119589,300
119590,-232
119591,-856
119592,-1541
119593,-2178
119594,-2616
119595,-2746
119596,-2527
119597,-1961
119598,-1029
119599,291
119600,1908
119601,3487
119602,4461
119603,4267
119604,2715
119605,243
119606,-2176
119607,-3498
119608,-3194
119609,-1588
119610,293
119611,1290
119612,758
119613,-1106
119614,-3433
119615,-5190
119616,-5697
119617,-4835
119618,-2916
119619,-377
119620,2422
119621,5193
119622,7580
119623,9087
119624,9195
119625,7635
119626,4605
119627,780
119628,-2934
119629,-5750
119630,-7264
119631,-7490
119632,-6715
119633,-5285
119634,-3480
119635,-1511
119636,409
119637,2032
119638,3111
119639,3490
119640,3185
119641,2393
119642,1429
119643,614
119644,181
119645,199
119646,553
119647,976
119648,1134
119649,774
119650,-152
119651,-1433
119652,-2681
119653,-3510
119654,-3733
119655,-3431
119656,-2870
119657,-2303
119658,-1800
119659,-1225
119660,-377
119661,830
119662,2266
119663,3649
119664,4711
119665,5329
119666,5527
119667,5360
119668,4798
119669,3726
119670,2072
119671,-38
119672,-2242
119673,-4074
119674,-5188
119675,-5501
119676,-5170
119677,-4420
119678,-3372
119679,-2015
119680,-325
119681,1571
119682,3339
119683,4565
119684,4955
119685,4486
119686,3382
119687,1963
119688,491
119689,-884
119690,-2061
119691,-2909
119692,-3272
119693,-3062
119694,-2348
119695,-1358
119696,-357
119697,499
119698,1215
119699,1877
119700,2499
119701,2948
119702,3001
119703,2509
119704,1524
119705,297
119706,-859
119707,-1729
119708,-2265
119709,-2532
119710,-2598
119711,-2471
119712,-2114
119713,-1518
119714,-746
119715,84
119716,853
119717,1472
119718,1870
119719,1976
119720,1732
119721,1150
119722,355
119723,-437
119724,-1020
119725,-1304
119726,-1343
119727,-1262
119728,-1146
119729,-990
119730,-754
119731,-444
119732,-146
119733,48
119734,147
119735,280
119736,582
119737,1031
119738,1379
119739,1290
119740,593
119741,-542
119742,-1672
119743,-2354
119744,-2416
119745,-2002
119746,-1357
119747,-560
119748,537
119749,2064
119750,3796
119751,5051
119752,5015
119753,3321
119754,456
119755,-2373
119756,-3911
119757,-3623
119758,-2035
119759,-378
119760,214
119761,-595
119762,-2209
119763,-3572
119764,-3857
119765,-2887
119766,-1035
119767,1178
119768,3436
119769,5634
119770,7618
119771,8957
119772,9013
119773,7312
119774,3924
119775,-432
119776,-4667
119777,-7796
119778,-9303
119779,-9208
119780,-7874
119781,-5760
119782,-3269
119783,-744
119784,1503
119785,3209
119786,4218
119787,4519
119788,4214
119789,3437
119790,2316
119791,1009
119792,-248
119793,-1163
119794,-1533
119795,-1398
119796,-1076
119797,-989
119798,-1387
119799,-2155
119800,-2876
119801,-3101
119802,-2655
119803,-1736
119804,-753
119805,-50
119806,291
119807,416
119808,512
119809,645
119810,763
119811,834
119812,967
119813,1376
119814,2195
119815,3297
119816,4283
119817,4673
119818,4177
119819,2857
119820,1078
119821,-696
119822,-2114
119823,-3031
119824,-3449
119825,-3426
119826,-3013
119827,-2265
119828,-1275
119829,-179
119830,888
119831,1825
119832,2566
119833,3049
119834,3198
119835,2950
119836,2321
119837,1432
119838,478
119839,-360
119840,-988
119841,-1403
119842,-1631
119843,-1674
119844,-1498
119845,-1093
119846,-518
119847,99
119848,621
119849,970
119850,1136
119851,1127
119852,926
119853,490
119854,-177
119855,-968
119856,-1688
119857,-2146
119858,-2267
119859,-2119
119860,-1835
119861,-1505
119862,-1120
119863,-632
119864,-51
119865,503
119866,872
119867,972
119868,863
119869,682
119870,516
119871,311
119872,-66
119873,-671
119874,-1360
119875,-1848
119876,-1902
119877,-1522
119878,-950
119879,-474
119880,-189
119881,66
119882,543
119883,1298
119884,2060
119885,2373
119886,1934
119887,848
119888,-412
119889,-1334
119890,-1710
119891,-1719
119892,-1680
119893,-1685
119894,-1449
119895,-538
119896,1181
119897,3243
119898,4735
119899,4834
119900,3386
119901,1082
119902,-919
119903,-1693
119904,-1110
119905,117
119906,900
119907,436
119908,-1354
119909,-3844
119910,-6083
119911,-7254
119912,-6953
119913,-5187
119914,-2236
119915,1484
119916,5465
119917,9097
119918,11703
119919,12667
119920,11626
119921,8622
119922,4146
119923,-964
119924,-5726
119925,-9266
119926,-11034
119927,-10925
119928,-9254
119929,-6598
119930,-3562
119931,-597
119932,2047
119933,4233
119934,5804
119935,6541
119936,6265
119937,5012
119938,3136
119939,1213
119940,-221
119941,-953
119942,-1185
119943,-1373
119944,-1903
119945,-2831
119946,-3843
119947,-4471
119948,-4386
119949,-3589
119950,-2368
119951,-1100
119952,-31
119953,795
119954,1458
119955,2024
119956,2461
119957,2681
119958,2646
119959,2444
119960,2254
119961,2224
119962,2357
119963,2494
119964,2400
119965,1915
119966,1049
119967,-29
119968,-1088
119969,-1951
119970,-2553
119971,-2909
119972,-3038
119973,-2914
119974,-2483
119975,-1731
119976,-747
119977,273
119978,1098
119979,1563
119980,1632
119981,1390
119982,983
119983,543
119984,158
119985,-116
119986,-234
119987,-162
119988,83
119989,413
119990,683
119991,758
119992,589
119993,238
119994,-172
119995,-540
119996,-840
119997,-1101
119998,-1335
119999,-1485
120000,-1446
120001,-1155
120002,-666
120003,-146
120004,227
120005,380
120006,378
120007,347
120008,344
120009,294
120010,74
120011,-338
120012,-763
120013,-890
120014,-506
120015,286
120016,1052
120017,1252
120018,609
120019,-651
120020,-1863
120021,-2284
120022,-1543
120023,105
120024,1868
120025,2812
120026,2326
120027,406
120028,-2363
120029,-5067
120030,-6816
120031,-7016
120032,-5493
120033,-2471
120034,1511
120035,5725
120036,9371
120037,11704
120038,12188
120039,10624
120040,7247
120041,2715
120042,-2030
120043,-6013
120044,-8512
120045,-9269
120046,-8511
120047,-6780
120048,-4649
120049,-2492
120050,-441
120051,1483
120052,3181
120053,4413
120054,4921
120055,4645
120056,3852
120057,3017
120058,2522
120059,2375
120060,2172
120061,1377
120062,-264
120063,-2477
120064,-4559
120065,-5783
120066,-5819
120067,-4885
120068,-3551
120069,-2340
120070,-1439
120071,-696
120072,138
120073,1147
120074,2175
120075,2977
120076,3433
120077,3642
120078,3803
120079,4006
120080,4119
120081,3865
120082,3035
120083,1668
120084,38
120085,-1504
120086,-2732
120087,-3614
120088,-4219
120089,-4577
120090,-4594
120091,-4115
120092,-3058
120093,-1511
120094,280
120095,2006
120096,3402
120097,4284
120098,4542
120099,4120
120100,3050
120101,1485
120102,-294
120103,-1949
120104,-3200
120105,-3897
120106,-4025
120107,-3638
120108,-2806
120109,-1620
120110,-240
120111,1088
120112,2098
120113,2607
120114,2600
120115,2201
120116,1565
120117,787
120118,-88
120119,-961
120120,-1597
120121,-1695
120122,-1103
120123,-35
120124,928
120125,1129
120126,267
120127,-1312
120128,-2724
120129,-3027
120130,-1814
120131,482
120132,2783
120133,3935
120134,3330
120135,1176
120136,-1679
120137,-4226
120138,-5740
120139,-5962
120140,-4985
120141,-3035
120142,-355
120143,2751
120144,5806
120145,8164
120146,9180
120147,8491
120148,6215
120149,2934
120150,-538
120151,-3465
120152,-5401
120153,-6236
120154,-6093
120155,-5187
120156,-3751
120157,-2023
120158,-267
120159,1243
120160,2277
120161,2726
120162,2640
120163,2205
120164,1685
120165,1328
120166,1288
120167,1562
120168,1974
120169,2210
120170,1938
120171,960
120172,-651
120173,-2535
120174,-4166
120175,-5088
120176,-5120
120177,-4424
120178,-3387
120179,-2386
120180,-1583
120181,-885
120182,-57
120183,1074
120184,2487
120185,3972
120186,5248
120187,6088
120188,6370
120189,6041
120190,5068
120191,3445
120192,1266
120193,-1205
120194,-3547
120195,-5324
120196,-6259
120197,-6325
120198,-5704
120199,-4624
120200,-3230
120201,-1561
120202,336
120203,2281
120204,3939
120205,4939
120206,5065
120207,4367
120208,3113
120209,1635
120210,164
120211,-1198
120212,-2399
120213,-3329
120214,-3803
120215,-3659
120216,-2882
120217,-1652
120218,-260
120219,1042
120220,2123
120221,2954
120222,3497
120223,3647
120224,3279
120225,2373
120226,1105
120227,-208
120228,-1264
120229,-1938
120230,-2301
120231,-2497
120232,-2576
120233,-2440
120234,-1942
120235,-1056
120236,29
120237,995
120238,1584
120239,1747
120240,1634
120241,1440
120242,1244
120243,978
120244,542
120245,-57
120246,-667
120247,-1098
120248,-1273
120249,-1277
120250,-1255
120251,-1263
120252,-1199
120253,-902
120254,-328
120255,351
120256,845
120257,954
120258,725
120259,408
120260,238
120261,240
120262,210
120263,-92
120264,-714
120265,-1452
120266,-2006
120267,-2209
120268,-2117
120269,-1864
120270,-1435
120271,-593
120272,893
120273,2890
120274,4722
120275,5423
120276,4327
120277,1613
120278,-1648
120279,-4036
120280,-4607
120281,-3457
120282,-1616
120283,-372
120284,-463
120285,-1694
120286,-3167
120287,-3916
120288,-3460
120289,-1931
120290,203
120291,2526
120292,4835
120293,7002
120294,8728
120295,9467
120296,8656
120297,6082
120298,2131
120299,-2293
120300,-6129
120301,-8578
120302,-9333
120303,-8547
120304,-6636
120305,-4072
120306,-1281
120307,1367
120308,3557
120309,5048
120310,5722
120311,5600
120312,4822
120313,3603
120314,2201
120315,897
120316,-48
120317,-485
120318,-468
120319,-265
120320,-242
120321,-651
120322,-1460
120323,-2346
120324,-2882
120325,-2793
120326,-2125
120327,-1195
120328,-392
120329,48
120330,124
120331,3
120332,-135
120333,-187
120334,-111
120335,147
120336,676
120337,1537
120338,2654
120339,3762
120340,4481
120341,4489
120342,3673
120343,2168
120344,273
120345,-1685
120346,-3437
120347,-4776
120348,-5526
120349,-5547
120350,-4800
120351,-3418
120352,-1712
120353,-66
120354,1216
120355,2017
120356,2393
120357,2461
120358,2278
120359,1806
120360,989
120361,-131
120362,-1359
120363,-2409
120364,-3034
120365,-3136
120366,-2779
120367,-2110
120368,-1260
120369,-304
120370,699
120371,1644
120372,2364
120373,2693
120374,2569
120375,2074
120376,1392
120377,695
120378,41
120379,-613
120380,-1313
120381,-2001
120382,-2483
120383,-2532
120384,-2038
120385,-1108
120386,-20
120387,925
120388,1562
120389,1908
120390,2068
120391,2102
120392,1959
120393,1540
120394,838
120395,22
120396,-618
120397,-844
120398,-630
120399,-188
120400,175
120401,259
120402,72
120403,-218
120404,-450
120405,-580
120406,-653
120407,-660
120408,-439
120409,264
120410,1560
120411,3196
120412,4541
120413,4867
120414,3773
120415,1499
120416,-1121
120417,-3063
120418,-3648
120419,-2908
120420,-1544
120421,-544
120422,-656
120423,-2029
120424,-4169
120425,-6195
120426,-7225
120427,-6702
120428,-4545
120429,-1114
120430,2945
120431,6883
120432,10004
120433,11757
120434,11785
120435,9970
120436,6481
120437,1827
120438,-3179
120439,-7554
120440,-10423
120441,-11304
120442,-10269
120443,-7872
120444,-4860
120445,-1842
120446,885
120447,3263
120448,5237
120449,6586
120450,6981
120451,6242
120452,4595
120453,2670
120454,1198
120455,566
120456,576
120457,572
120458,-92
120459,-1594
120460,-3494
120461,-5005
120462,-5489
120463,-4821
120464,-3401
120465,-1830
120466,-525
120467,461
120468,1310
120469,2177
120470,3002
120471,3561
120472,3669
120473,3359
120474,2872
120475,2479
120476,2277
120477,2124
120478,1755
120479,975
120480,-207
120481,-1585
120482,-2887
120483,-3896
120484,-4507
120485,-4697
120486,-4475
120487,-3862
120488,-2917
120489,-1756
120490,-549
120491,518
120492,1289
120493,1666
120494,1617
120495,1181
120496,473
120497,-321
120498,-990
120499,-1368
120500,-1400
120501,-1151
120502,-751
120503,-311
120504,117
120505,525
120506,891
120507,1143
120508,1194
120509,1019
120510,706
120511,427
120512,337
120513,475
120514,741
120515,973
120516,1063
120517,1012
120518,901
120519,803
120520,718
120521,603
120522,465
120523,420
120524,651
120525,1258
120526,2107
120527,2795
120528,2818
120529,1850
120530,-13
120531,-2197
120532,-3869
120533,-4312
120534,-3288
120535,-1191
120536,1101
120537,2595
120538,2623
120539,1119
120540,-1364
120541,-3901
120542,-5567
120543,-5762
120544,-4362
120545,-1684
120546,1681
120547,5034
120548,7696
120549,9100
120550,8870
120551,6936
120552,3613
120553,-412
120554,-4244
120555,-7060
120556,-8376
120557,-8176
120558,-6833
120559,-4885
120560,-2798
120561,-845
120562,856
120563,2230
120564,3163
120565,3524
120566,3277
120567,2579
120568,1764
120569,1199
120570,1070
120571,1263
120572,1402
120573,1064
120574,32
120575,-1540
120576,-3190
120577,-4370
120578,-4733
120579,-4291
120580,-3357
120581,-2335
120582,-1470
120583,-748
120584,23
120585,1022
120586,2250
120587,3519
120588,4574
120589,5249
120590,5524
120591,5466
120592,5102
120593,4367
120594,3161
120595,1484
120596,-479
120597,-2399
120598,-3942
120599,-4914
120600,-5289
120601,-5130
120602,-4485
120603,-3357
120604,-1779
120605,87
120606,1934
120607,3410
120608,4269
120609,4461
120610,4081
120611,3254
120612,2049
120613,516
120614,-1206
120615,-2825
120616,-3967
120617,-4361
120618,-3989
120619,-3090
120620,-2000
120621,-949
120622,15
120623,946
120624,1839
120625,2551
120626,2874
120627,2694
120628,2087
120629,1264
120630,416
120631,-398
120632,-1222
120633,-2053
120634,-2748
120635,-3060
120636,-2828
120637,-2122
120638,-1231
120639,-461
120640,64
120641,451
120642,876
120643,1368
120644,1742
120645,1746
120646,1306
120647,633
120648,83
120649,-125
120650,-92
120651,-150
120652,-559
120653,-1261
120654,-1900
120655,-2096
120656,-1741
120657,-1043
120658,-284
120659,464
120660,1395
120661,2685
120662,4120
120663,5011
120664,4570
120665,2528
120666,-482
120667,-3146
120668,-4230
120669,-3367
120670,-1315
120671,521
120672,988
120673,-132
120674,-2082
120675,-3708
120676,-4187
120677,-3397
120678,-1750
120679,263
120680,2389
120681,4571
120682,6650
120683,8160
120684,8447
120685,7065
120686,4126
120687,335
120688,-3325
120689,-6045
120690,-7458
120691,-7617
120692,-6777
120693,-5201
120694,-3124
120695,-818
120696,1361
120697,3044
120698,3992
120699,4183
120700,3771
120701,2965
120702,1938
120703,846
120704,-117
120705,-715
120706,-791
120707,-415
120708,73
120709,225
120710,-234
120711,-1198
120712,-2225
120713,-2810
120714,-2707
120715,-2071
120716,-1321
120717,-843
120718,-752
120719,-865
120720,-878
120721,-581
120722,41
120723,868
120724,1772
120725,2686
120726,3563
120727,4290
120728,4659
120729,4444
120730,3535
120731,2026
120732,189
120733,-1643
120734,-3201
120735,-4335
120736,-4979
120737,-5100
120738,-4671
120739,-3703
120740,-2301
120741,-677
120742,897
120743,2173
120744,2996
120745,3330
120746,3221
120747,2748
120748,1991
120749,1029
120750,-38
120751,-1076
120752,-1923
120753,-2430
120754,-2513
120755,-2178
120756,-1516
120757,-664
120758,245
120759,1103
120760,1820
120761,2300
120762,2444
120763,2184
120764,1541
120765,651
120766,-271
120767,-1030
120768,-1531
120769,-1801
120770,-1921
120771,-1931
120772,-1788
120773,-1418
120774,-810
120775,-75
120776,600
120777,1061
120778,1287
120779,1369
120780,1406
120781,1396
120782,1228
120783,794
120784,124
120785,-590
120786,-1100
120787,-1272
120788,-1168
120789,-969
120790,-804
120791,-643
120792,-350
120793,147
120794,724
120795,1102
120796,1049
120797,561
120798,-120
120799,-689
120800,-986
120801,-1048
120802,-959
120803,-657
120804,80
120805,1391
120806,3017
120807,4230
120808,4167
120809,2426
120810,-512
120811,-3394
120812,-4858
120813,-4250
120814,-2038
120815,468
120816,1904
120817,1638
120818,41
120819,-1868
120820,-3079
120821,-3102
120822,-2029
120823,-241
120824,1911
120825,4196
120826,6356
120827,7940
120828,8362
120829,7178
120830,4407
120831,626
120832,-3239
120833,-6294
120834,-7998
120835,-8248
120836,-7271
120837,-5437
120838,-3140
120839,-765
120840,1334
120841,2884
120842,3750
120843,3960
120844,3644
120845,2950
120846,2002
120847,937
120848,-48
120849,-718
120850,-930
120851,-764
120852,-544
120853,-667
120854,-1345
120855,-2431
120856,-3486
120857,-4030
120858,-3831
120859,-3008
120860,-1909
120861,-869
120862,-34
120863,632
120864,1216
120865,1734
120866,2126
120867,2352
120868,2472
120869,2619
120870,2875
120871,3161
120872,3253
120873,2909
120874,2036
120875,753
120876,-676
120877,-1978
120878,-2965
120879,-3548
120880,-3691
120881,-3376
120882,-2635
120883,-1580
120884,-407
120885,672
120886,1511
120887,2067
120888,2347
120889,2345
120890,2018
120891,1343
120892,407
120893,-567
120894,-1312
120895,-1648
120896,-1585
120897,-1283
120898,-922
120899,-580
120900,-211
120901,266
120902,855
120903,1442
120904,1863
120905,2004
120906,1856
120907,1482
120908,938
120909,258
120910,-510
120911,-1240
120912,-1735
120913,-1822
120914,-1480
120915,-881
120916,-294
120917,80
120918,229
120919,294
120920,423
120921,634
120922,794
120923,740
120924,430
120925,-10
120926,-371
120927,-521
120928,-489
120929,-423
120930,-463
120931,-644
120932,-902
120933,-1149
120934,-1332
120935,-1400
120936,-1235
120937,-646
120938,506
120939,2100
120940,3658
120941,4476
120942,3988
120943,2143
120944,-446
120945,-2750
120946,-3836
120947,-3364
120948,-1774
120949,-45
120950,813
120951,265
120952,-1531
120953,-3849
120954,-5758
120955,-6503
120956,-5728
120957,-3497
120958,-190
120959,3634
120960,7332
120961,10238
120962,11736
120963,11384
120964,9070
120965,5121
120966,297
120967,-4390
120968,-7973
120969,-9826
120970,-9830
120971,-8327
120972,-5907
120973,-3143
120974,-439
120975,1976
120976,3932
120977,5235
120978,5699
120979,5280
120980,4201
120981,2926
120982,1953
120983,1541
120984,1540
120985,1479
120986,859
120987,-516
120988,-2388
120989,-4169
120990,-5263
120991,-5372
120992,-4606
120993,-3348
120994,-2000
120995,-788
120996,268
120997,1235
120998,2116
120999,2818
121000,3222
121001,3304
121002,3182
121003,3028
121004,2934
121005,2811
121006,2441
121007,1623
121008,341
121009,-1189
121010,-2620
121011,-3655
121012,-4179
121013,-4267
121014,-4071
121015,-3684
121016,-3090
121017,-2228
121018,-1108
121019,118
121020,1198
121021,1898
121022,2117
121023,1914
121024,1448
121025,873
121026,283
121027,-267
121028,-712
121029,-949
121030,-879
121031,-488
121032,114
121033,723
121034,1144
121035,1277
121036,1150
121037,860
121038,494
121039,81
121040,-394
121041,-931
121042,-1473
121043,-1895
121044,-2043
121045,-1779
121046,-1032
121047,155
121048,1575
121049,2855
121050,3533
121051,3240
121052,1922
121053,-43
121054,-1926
121055,-2967
121056,-2751
121057,-1455
121058,216
121059,1377
121060,1407
121061,233
121062,-1672
121063,-3552
121064,-4705
121065,-4706
121066,-3462
121067,-1148
121068,1878
121069,5110
121070,7920
121071,9650
121072,9791
121073,8175
121074,5096
121075,1243
121076,-2515
121077,-5407
121078,-6975
121079,-7143
121080,-6154
121081,-4421
121082,-2382
121083,-395
121084,1290
121085,2526
121086,3231
121087,3388
121088,3055
121089,2406
121090,1714
121091,1275
121092,1262
121093,1590
121094,1915
121095,1778
121096,869
121097,-772
121098,-2742
121099,-4471
121100,-5528
121101,-5817
121102,-5555
121103,-5059
121104,-4503
121105,-3821
121106,-2806
121107,-1316
121108,576
121109,2597
121110,4404
121111,5733
121112,6458
121113,6552
121114,6025
121115,4902
121116,3263
121117,1273
121118,-833
121119,-2821
121120,-4514
121121,-5791
121122,-6535
121123,-6602
121124,-5869
121125,-4330
121126,-2175
121127,236
121128,2505
121129,4325
121130,5540
121131,6087
121132,5917
121133,4983
121134,3327
121135,1187
121136,-1003
121137,-2757
121138,-3752
121139,-3950
121140,-3558
121141,-2837
121142,-1942
121143,-890
121144,327
121145,1613
121146,2740
121147,3466
121148,3679
121149,3445
121150,2920
121151,2213
121152,1329
121153,242
121154,-972
121155,-2089
121156,-2830
121157,-3032
121158,-2745
121159,-2175
121160,-1515
121161,-828
121162,-71
121163,747
121164,1463
121165,1803
121166,1579
